"","ERR688505_500K_merged_Abundance","ERR688506_500K_merged_Abundance","ERR688507_500K_merged_Abundance","ERR688508_500K_merged_Abundance","ERR688509_500K_merged_Abundance","ERR688510_500K_merged_Abundance","ERR688511_500K_merged_Abundance","ERR688512_500K_merged_Abundance","ERR688513_500K_merged_Abundance","ERR688514_500K_merged_Abundance","ERR688515_500K_merged_Abundance","ERR688516_500K_merged_Abundance","ERR688517_500K_merged_Abundance","ERR688518_500K_merged_Abundance","ERR688519_500K_merged_Abundance","ERR688520_500K_merged_Abundance","ERR688521_500K_merged_Abundance","ERR688522_500K_merged_Abundance","ERR688523_500K_merged_Abundance","ERR688524_500K_merged_Abundance","ERR688525_500K_merged_Abundance","ERR688526_500K_merged_Abundance","ERR688527_500K_merged_Abundance","ERR688528_500K_merged_Abundance","ERR688529_500K_merged_Abundance","ERR688530_500K_merged_Abundance","ERR688531_500K_merged_Abundance","ERR688532_500K_merged_Abundance","ERR688533_500K_merged_Abundance","ERR688534_500K_merged_Abundance","ERR688535_500K_merged_Abundance","ERR688536_500K_merged_Abundance","ERR688537_500K_merged_Abundance","ERR688538_500K_merged_Abundance","ERR688539_500K_merged_Abundance","ERR688540_500K_merged_Abundance","ERR688541_500K_merged_Abundance","ERR688542_500K_merged_Abundance","ERR688543_500K_merged_Abundance","ERR688544_500K_merged_Abundance","ERR688545_500K_merged_Abundance","ERR688546_500K_merged_Abundance","ERR688547_500K_merged_Abundance","ERR688548_500K_merged_Abundance","ERR688549_500K_merged_Abundance","ERR688550_500K_merged_Abundance","ERR688551_500K_merged_Abundance","ERR688552_500K_merged_Abundance","ERR688553_500K_merged_Abundance","ERR688554_500K_merged_Abundance","ERR688555_500K_merged_Abundance","ERR688556_500K_merged_Abundance","ERR688557_500K_merged_Abundance","ERR688558_500K_merged_Abundance","ERR688559_500K_merged_Abundance","ERR688560_500K_merged_Abundance","ERR688561_500K_merged_Abundance","ERR688562_500K_merged_Abundance","ERR688563_500K_merged_Abundance","ERR688564_500K_merged_Abundance","ERR688565_500K_merged_Abundance","ERR688566_500K_merged_Abundance","ERR688567_500K_merged_Abundance","ERR688568_500K_merged_Abundance","ERR688569_500K_merged_Abundance","ERR688570_500K_merged_Abundance","ERR688571_500K_merged_Abundance","ERR688572_500K_merged_Abundance","ERR688573_500K_merged_Abundance","ERR688574_500K_merged_Abundance","ERR688575_500K_merged_Abundance","ERR688576_500K_merged_Abundance","ERR688577_500K_merged_Abundance","ERR688578_500K_merged_Abundance","ERR688579_500K_merged_Abundance","ERR688580_500K_merged_Abundance","ERR688581_500K_merged_Abundance","ERR688582_500K_merged_Abundance","ERR688583_500K_merged_Abundance","ERR688584_500K_merged_Abundance","ERR688585_500K_merged_Abundance","ERR688586_500K_merged_Abundance","ERR688587_500K_merged_Abundance","ERR688588_500K_merged_Abundance","ERR688589_500K_merged_Abundance","ERR688590_500K_merged_Abundance","ERR688591_500K_merged_Abundance","ERR688592_500K_merged_Abundance","ERR688593_500K_merged_Abundance","ERR688594_500K_merged_Abundance","ERR688595_500K_merged_Abundance","ERR688596_500K_merged_Abundance","ERR688597_500K_merged_Abundance","ERR688598_500K_merged_Abundance","ERR688599_500K_merged_Abundance","ERR688600_500K_merged_Abundance","ERR688601_500K_merged_Abundance","ERR688602_500K_merged_Abundance","ERR688603_500K_merged_Abundance","ERR688604_500K_merged_Abundance","ERR688605_500K_merged_Abundance","ERR688606_500K_merged_Abundance","ERR688607_500K_merged_Abundance","ERR688608_500K_merged_Abundance","ERR688609_500K_merged_Abundance","ERR688610_500K_merged_Abundance","ERR688611_500K_merged_Abundance","ERR688612_500K_merged_Abundance","ERR688613_500K_merged_Abundance","ERR688614_500K_merged_Abundance","ERR688615_500K_merged_Abundance","ERR688616_500K_merged_Abundance","ERR688617_500K_merged_Abundance","ERR688618_500K_merged_Abundance","ERR688619_500K_merged_Abundance","ERR688620_500K_merged_Abundance","ERR688621_500K_merged_Abundance","ERR688622_500K_merged_Abundance","ERR688623_500K_merged_Abundance","ERR688624_500K_merged_Abundance","ERR688625_500K_merged_Abundance","ERR688626_500K_merged_Abundance","ERR688627_500K_merged_Abundance","ERR688628_500K_merged_Abundance","ERR688629_500K_merged_Abundance","ERR688630_500K_merged_Abundance","ERR688631_500K_merged_Abundance","ERR688632_500K_merged_Abundance","ERR688633_500K_merged_Abundance","ERR688634_500K_merged_Abundance","ERR688635_500K_merged_Abundance","ERR688636_500K_merged_Abundance","ERR688637_500K_merged_Abundance","ERR688638_500K_merged_Abundance","ERR688639_500K_merged_Abundance","ERR688640_500K_merged_Abundance","ERR688641_500K_merged_Abundance","ERR688642_500K_merged_Abundance","ERR688643_500K_merged_Abundance","ERR688644_500K_merged_Abundance","ERR688645_500K_merged_Abundance","ERR688646_500K_merged_Abundance","ERR688647_500K_merged_Abundance","ERR688648_500K_merged_Abundance","ERR688649_500K_merged_Abundance","ERR688650_500K_merged_Abundance","ERR688651_500K_merged_Abundance","ERR710424_500K_merged_Abundance","ERR710425_500K_merged_Abundance","ERR710426_500K_merged_Abundance","ERR710427_500K_merged_Abundance","ERR710428_500K_merged_Abundance","ERR710429_500K_merged_Abundance","ERR710430_500K_merged_Abundance","ERR710431_500K_merged_Abundance","ERR710432_500K_merged_Abundance"
"PWY-5097: L-lysine biosynthesis VI",0.000302532,0.0002515,0.000336837,0.000317018,0.000420673,0.000474409,0.000476066,0.000593364,0.000399009,0.000257918,0.000241177,0.000344077,0.000280276,0.000473183,0.000483562,0.000374031,0.000511211,0.000441351,0.000376078,0.000106216,0.000292592,0.000327069,0.00022796,0.000208281,0.000146959,0.000403853,0.000675184,0.000545759,0.000338736,0.000266979,0.000430868,0.000453196,0.00059996,0.000422064,0.000544534,0.000323257,0.000272244,0.000457377,0.000396312,0.000336112,0.000248064,0.000367787,0.000274423,0.000318589,0.000459068,0.000503174,0.000337592,0.000481426,0.000363959,0.000527223,0.000380959,0.000308607,0.00031504,0.000364434,0.000282294,0.000361818,0.000580683,0.00050633,0.000581936,0.000278961,0.000215081,0.000589375,0.000256336,0.000424062,0.000402265,0.00020974,0.000437072,0.000433261,0.000371147,0.000266109,0.000225067,0.00025015,0.000233484,0.000221612,0.000174154,0.000333347,0.000298067,0,0.000260234,0.000534225,0.000392271,0.000237333,0.000403221,0.000663151,0.000445735,0.000206354,0.00052419,0.000384695,0.000270688,0.000759456,0.000257013,0.000418987,0.000290419,0.000661419,0.000538159,0.000174574,0.000281705,0.000500322,0.000536738,0.000211554,0.000363774,0.000457315,0.000530565,0.000339998,0.000267473,0.000264997,0.000369358,0.000310479,0.00037828,0.000151696,0.000716782,0.000474751,0.000424878,0.000302635,0.000344821,0.000484823,0.000511721,0.000385335,0.000409925,0.000267448,0.00034417,0.000170672,0.000167459,0.000364187,0.000380254,0.000210493,0.000384983,0.000298086,0.000212966,0.000203691,0.000229811,0.000265741,0.000287049,0.000251841,0.00022177,0.000316074,0.000404076,0.000337793,0.000323425,0.000426838,0.00040901,0.00036561,0.000311712,0.000421257,0.000211777,0.000324062,0.000268997,0.000222881,0.000312513,0.000266835,0.000248931,0.000276744,0.000267803,0.000442561,0.00023735,0.00020104
"PWY-5100: pyruvate fermentation to acetate and lactate II",0.000275989,0.000158835,0.000198211,5.93847e-05,0.000363373,0.000514165,0.000449005,0.000392339,0.00030679,0.000245053,0.00013564,0.000204685,0,0.000349158,0.00060217,0.000344787,0.000341288,0.000449628,0.000293685,0.000109882,0.000197087,0.000415601,0.000114784,0.000150643,6.40775e-05,0.000395312,0.000420543,0.000462531,0.000337343,0.000146668,0.000464829,0.00039789,0.000461309,0.000437165,0.000541273,0.000333141,0.000210932,0.000343938,0.000220222,0.000167059,0.000227764,0.00035728,0.000234807,0.000259273,0.000354063,0.000459272,0.000159371,0.000364407,0.00023042,0.000555968,0.000294084,0.000188591,0.000297025,0.000108371,0.000161771,0.00019785,0.000405714,0.000394515,0.000578342,0.000266466,0.000272351,0.000489231,0.000226332,0.000305303,4.47025e-05,6.55242e-05,0.00038269,0.000428639,0.000286539,0.000274125,5.02769e-05,0.000283693,6.6761e-05,8.83382e-05,0.000120519,0.000262712,7.11645e-05,6.09706e-05,7.36812e-05,0.000604487,0.000479789,0.000184941,0.000386069,0.000545218,0.000128873,0.000184724,0.000445905,0.000393775,0.000270583,0.00051,0.000148459,0.000440438,0.000317593,0.000552215,0.000423648,9.73488e-05,0.000257297,0.000393733,0.000353657,2.92824e-05,0.000408023,0.000442471,0.000375793,0.000410581,0.000279886,0.000114668,0.000280979,0.000373419,0.000314602,4.12934e-05,0.000643742,0.000435822,0.00043768,0.000210419,0.000173191,0.000366913,0.000460648,0.000379474,0.000349825,7.60687e-05,0.000217974,9.09953e-05,4.36242e-05,0.000342602,0.00018013,0,0.000132021,0.000134018,8.76133e-05,6.22378e-05,4.07692e-05,0.000310409,0.000105636,0.000169184,0.00011865,0.000248648,0.000304472,0.000137222,0.000224847,0,0.000225534,8.10858e-05,0.000264372,0,9.00045e-05,5.94944e-05,0.000180582,7.37027e-05,0.000159906,0.000256914,0.000136932,0.000100925,0.00011309,0.000331884,0.00022631,0
"PWY-5101: L-isoleucine biosynthesis II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4328e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5103: L-isoleucine biosynthesis III",0.000346212,0.000228247,0.000472359,0.000447576,0.000464909,0.000541113,0.000636889,0.000554868,0.000682229,0.000367236,0.000250256,0.000362039,0.000152439,0.000503779,0.000562812,0.000372041,0.000554148,0.000548438,0.000366713,0.000137531,0.00030982,0.000450593,0.000106568,7.46597e-05,0.000263649,0.00054975,0.00057874,0.00057875,0.000428969,0.000534424,0.000631692,0.000429999,0.000591058,0.000592427,0.000445707,0.000354037,0.000202952,0.00046267,0.000331213,0.00011368,0.000286771,0.000448221,0.000431726,0.000405144,0.0004548,0.000619044,0.000410682,0.000453612,0.000417281,0.000673777,0.000491382,0.000378353,0.000503111,0.000336791,0.000161936,0.000342016,0.000460135,0.000672894,0.000563823,0.000250682,0.000246317,0.000494889,0.000431713,0.000422209,0.000344313,0.00026728,0.000459714,0.000549432,0.000377186,0.000389472,0.000281635,0.00034523,0.000288777,0.000171434,0,0.000501983,0.000213156,9.01272e-05,0.000266247,0.000746128,0.000531143,0.000196031,0.000404364,0.000657335,0.00042582,0.000287268,0.000682765,0.000513278,0.000330644,0.000748289,0.000500384,0.000615438,0.000350788,0.000605512,0.000581596,0.000146008,0.000306232,0.000625866,0.000496297,0.000298056,0.000562747,0.00050816,0.00048447,0.000476721,0.000415896,0.000171676,0.000408597,0.00054993,0.000617037,0.000157318,0.000822971,0.000652163,0.000588413,0.000277234,0.000393443,0.000501746,0.000439402,0.000507818,0.000480141,0.000216106,0.000409915,0.00020928,0.000174485,0.000407044,0.00037186,0.000153242,0.000473565,0.000410097,0.000209717,0.000288753,0.000243696,0.000390275,0.000527652,0.000416593,0.000286988,0.000358889,0.000475943,0.000273884,0.000534281,0.00020655,0.000320919,0.000365619,0.000489527,0.000122601,0.000215353,0.000316408,0.000240866,0.000169065,0.000276293,0.0003421,0.000184063,0.000219397,0.000249655,0.000315428,0.000170028,0.000264591
"PWY-5104: L-isoleucine biosynthesis IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00832e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11627e-05,0,0,0,0,0,5.1597e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43479e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82181e-05,0,0,3.6875e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",0,0,0,0,0,0,0,0,3.48547e-05,0,0,0,0,0,0,0,0,0,0,5.78917e-05,0,0,0,0,0,0,0,0,0,0.000112016,0,0.000103587,0,0,0,0,0.000168434,0,0.000207456,0,2.36228e-05,7.34691e-05,0,0,0,0.00012229,0,0,0,0,0,0,3.57304e-05,0,0,0.000108604,0,4.43309e-05,0,0.000168458,0,0,6.24887e-05,0,0,2.71107e-05,0,0,0,9.00745e-05,0.000128274,0,9.29289e-05,0.000118953,8.60843e-05,3.19529e-05,0.000138127,0,0.000108512,0,6.3248e-05,0.000100321,0,0,0,0,0,0,0,0,9.9453e-05,7.35422e-05,0,0.000111801,0,5.00744e-05,0,0,0,6.02752e-05,0,0,0,0.000122562,0,0,0,0,0,0,0,0.00014519,0,7.39027e-05,0,0,0,0,0,0,0,0,5.97824e-05,0.000103807,0.000105227,0,3.4396e-05,4.53459e-05,0.00011577,0,0,0,0,0.000136113,0.000112095,0.000107092,0,0,0,0.000224068,0.000138186,0.000147097,0,0.000474183,0.000117671,0.00030107,0,0,8.98141e-05,0,9.75528e-05,0,0,0,0,0
"PWY-5130: 2-oxobutanoate degradation I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38944e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78376e-05,9.34246e-05,0,5.70542e-05,0,0,0,0,0,3.99684e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.98063e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43564e-05,0,0,0,0,0,0,0,0,0,0,6.36515e-05,0,0,0,0,0,0,2.81083e-05,0,0,0,0,3.01076e-05,0,0,5.96524e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)",5.80786e-05,2.58269e-05,0,0,0,0,0,0,0.000317029,0,0,0.000111356,0,0,0,0,0,0,0,0,3.11405e-05,0,0,0,0,0,0.000111151,4.07328e-05,0,0.000563692,0,0,0,2.64412e-05,0,0,0.000146663,0,0.000156077,0,6.34583e-05,0,0,0.000225935,2.13219e-05,0,0,0,0,0,0,0,0.000319686,0,3.34497e-05,0.000366159,3.4655e-05,0.00017343,0,0,0,0,5.36477e-05,0,0,0.000167572,0,0,0,0,0,0,0.000207201,0,0,0.000339632,0,0,8.00973e-05,0,0,0,0,0,0,0,5.8769e-05,0,0,0,0.000276886,3.4256e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201347,1.94671e-05,0,0,3.42081e-05,0,0,0,0,0.000131002,0,3.33693e-05,4.61705e-05,0,0,0,0,6.67603e-05,0,0.000143798,0.000587362,0,0,0,0,0,0.000479094,0,0.000188853,0,0,0,0,6.61171e-05,0,2.87718e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)",0,0,0,0,0,0,0,0,5.7045e-05,0,0,1.95255e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23261e-05,4.52411e-05,0,0.000188931,0,0,0,0,0,0,4.23817e-05,0,0.000108613,0,2.34733e-05,0,0,7.75962e-05,0,0,0,0,0,0,0,0,5.9128e-05,0,1.45209e-05,0.00018916,0,2.90457e-05,0,0,0,0,2.94367e-05,0,2.00008e-05,5.66251e-05,0,0,0,0,0,0,5.30979e-05,0,0,6.08381e-05,0,0,1.79594e-05,0,0,0,0,0,0,0,0,0,0,0,0.000107136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81248e-05,0,0,0,1.59608e-05,0,0,0,0,8.68877e-05,0,0,0,0,0,0,0,0,0,6.99091e-05,7.88074e-05,0,0,0,0,0,0.000236362,0,0.000160231,0,0,0,0,1.9758e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000122764,6.87129e-05,0,0,0,0,3.8807e-05,4.49423e-05,0.000301751,7.54424e-05,0,0.000248654,0,5.11019e-05,6.27798e-05,5.12411e-05,7.8149e-05,0,0,6.67073e-05,0,0,0.000204385,0,4.38439e-05,0,0.000139089,0.00011598,0.000124531,0.000344623,0,6.44641e-05,5.72248e-05,0,0,7.26028e-05,0.00023087,8.15983e-05,0.000310613,0,0.000161558,0,0.000110824,0.000353998,0.000121877,0,0,0,0,8.72297e-05,0,0,0.000237784,0,0.000168469,0.000391341,0,0.000209922,4.44141e-05,5.14727e-05,0,0,0.000154739,0.000131156,7.36514e-05,0.000212686,4.61862e-05,6.94343e-05,7.43158e-05,0,0,4.59276e-05,0.000168234,0.000135013,0.0001511,0.000325362,0.000190444,0,0.000142254,9.09647e-05,6.10195e-05,0.00015472,0.000114326,0.000184505,0,0.000124436,0,0,0,0,0.000344448,8.77476e-05,0,0,0.000281319,0.000139532,0,0,5.43682e-05,5.19309e-05,5.20636e-05,7.81477e-05,0,0,6.85612e-05,0,0,0.000193235,7.80643e-05,5.63239e-05,0,8.99877e-05,0,0,0.000214768,0,0.000245083,7.32075e-05,0,0.000119699,0.000159642,0.000147995,0.000154376,0.000121591,0.000203012,0.000101237,0.000285033,0.000310679,0.000154839,6.69338e-05,7.55962e-05,0.000105516,0.000118887,0.000315354,0.000194252,0.000295745,5.16504e-05,0.00017349,0.000116621,9.20245e-05,8.64384e-05,5.36626e-05,8.55852e-05,6.76321e-05,7.79823e-05,0.00019093,0.000118946,0.000156089,0.000184797,6.52763e-05,0.000107768,0.000165354,0,0,6.09462e-05,0.000154161
"PWY-5156: superpathway of fatty acid biosynthesis II (plant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5178: toluene degradation IV (aerobic) (via catechol)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",5.36279e-05,4.86646e-05,0.000156832,0.000253655,0.000108885,0.000238496,0.000182873,0.00028816,0.000223785,0.000110058,0,0.000215511,0.000109496,0.000204192,0.000269116,0.000207334,0.000161856,0.000113951,0.00019036,4.37933e-05,0.000144654,0.000127429,9.19812e-05,5.67452e-05,0,0.000170287,0.000402319,6.25336e-05,9.30149e-05,0.000251654,0.000205284,0.000183214,0.000352035,0.000216334,0.00036949,0.000151504,7.20151e-05,0.000296936,0.000139009,0,0.000124665,0.000197666,0.000217252,0.000196097,0.000265822,0.000260348,8.34975e-05,0.000314405,0.000157506,0.00016603,0.000210611,0.000117655,0.000258483,0.000138898,9.09551e-05,0.000209498,0.000395523,0.000250448,0.000216103,8.30087e-05,9.93729e-05,0.00029668,0.000126864,0.000244713,0.00022529,9.55539e-05,0.000162685,0.000179847,0.00018054,0.000181408,0,0.000123459,0.000119194,0,4.06934e-05,0.000163213,0.000153131,4.24903e-05,6.62709e-05,0.000193562,6.06222e-05,0.000114428,0.0001404,0.000378197,0.000199858,5.62207e-05,0.000295113,3.38586e-05,7.19025e-05,0.000170031,0.000291554,9.85699e-05,0.000156662,0.000356785,0.000263889,5.53437e-05,0.000172522,0.000307981,0.000384917,8.79842e-05,0,0.000332062,0.000308485,0.000246806,0.000107647,6.24659e-05,0.000164067,0.000158767,0.000168583,5.18458e-05,0.000137635,0.000173084,0.000178232,0.000183387,0.000151226,0.000384989,0.000248031,0.000168309,0.000211148,6.5058e-05,7.18306e-05,2.98588e-05,0,0.000209915,8.24442e-05,0.000126647,0.000171305,0.00031746,0,6.42055e-05,0,0.000144755,0,0.000257835,0,0.000144852,0.00026877,9.84206e-05,0,0,0.000167826,0.000191958,0.000161866,0,0.000127635,3.08829e-05,6.47209e-05,0.000159532,7.62408e-05,0.000110801,3.30748e-05,6.57432e-05,0,0.000297917,0.000147373,6.32079e-05
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",0,0,0,0,0,0,0,0,0.000147538,0,0,8.18345e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82176e-05,0,0,0.000227894,0,0,3.9698e-05,0,0,0,5.62018e-05,0,5.00546e-05,0,3.4154e-05,0,0,0.000149903,0,0,0,3.94948e-05,0,0,0,3.41528e-05,0.000138734,0,0,0.000154566,0,0.000203691,0,0,0,0,5.68655e-05,0,0,8.65663e-05,0,0,0,5.16754e-05,0,0,0.000100894,0,0,0.000131545,0,0,5.70689e-05,0,0,0,0,0,0,0,0,0,0,0,0.000193073,0,5.29378e-05,0,0,0,0,0,0,2.75335e-05,0,0,0,0,0,0,0,7.94327e-05,0.000138848,0,0,3.93816e-05,0,0,0,0,0,0,0,5.31101e-05,0,0,0,0,0,0,0.000100634,0.000296839,0,0,0,0,0,0.000161201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41298e-05
"PWY-5198: factor 420 biosynthesis II (mycobacteria)",0,0,0,0,0,0,0,0,0,0,0,0,7.55198e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148233,0,0,0,0,0,3.13324e-05,0,0,1.98591e-05,0,7.46314e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61304e-05,0,0,0,0,0,2.01065e-05,0,0,0,0,0,0,0,0,0,3.57373e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20373e-05
"PWY-5209: methyl-coenzyme M oxidation to CO2",0,0,0,0,0,0,0,0,0,0,0,0,5.28408e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012414,0,0,0,0,0,3.06541e-05,0,0,2.1523e-05,0,6.94656e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100414,0,0,2.4928e-05,0,0,0,0,0,0,0,0,0,0,0,2.63356e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89601e-05,0,0,0,0,0,0,0,3.31497e-05,0,0,0,0,0,1.46816e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25376e-05
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",0,0,0,0,0,0,0,0,0.000242175,0,0,0.000112117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015037,0.00018643,0,0.000151104,0,8.64706e-05,0,0,0,9.76019e-05,0.000181514,0,0.00019631,0,6.71903e-05,0,0,0.000231234,0,0,0,0,7.42085e-05,0,0,0,0.000267046,0,0,0.000201909,0,0.000273595,0,6.88935e-05,7.05838e-05,0,0,0,0,0.000124106,0,0,0,0,0,0,0.000177109,0,0,0.000235222,0,0,0.000122052,0,0,0,0,0,0,0,0,0,0,0,0.00020743,0,0,9.6555e-05,0,6.32188e-05,0,0,0,2.56903e-05,0,0,0,0,0,0,0,0.000251728,0.000139629,0,0,9.92486e-05,0,7.42051e-05,0,0,0.000300132,9.99328e-05,0,0.000108824,0,0,0,0,0.000100198,0,0.000212642,0.000200615,6.33057e-05,0,0,7.29075e-05,0,0,0,0.000222214,0,0,0,0,0.000108716,0,5.24955e-05,0,0,0,5.2036e-05,0,0,0,0,0,0,0,0,0
