"","SRR6915103_500K_merged_Abundance","SRR6915104_500K_merged_Abundance","SRR6915105_500K_merged_Abundance","SRR6915106_500K_merged_Abundance","SRR6915107_500K_merged_Abundance","SRR6915108_500K_merged_Abundance","SRR6915109_500K_merged_Abundance","SRR6915110_500K_merged_Abundance","SRR6915111_500K_merged_Abundance","SRR6915112_500K_merged_Abundance","SRR6915114_500K_merged_Abundance","SRR6915117_500K_merged_Abundance","SRR6915125_500K_merged_Abundance","SRR6915126_500K_merged_Abundance","SRR6915127_500K_merged_Abundance","SRR6915128_500K_merged_Abundance","SRR6915129_500K_merged_Abundance","SRR6915130_500K_merged_Abundance","SRR6915131_500K_merged_Abundance","SRR6915132_500K_merged_Abundance","SRR6915133_500K_merged_Abundance","SRR6915134_500K_merged_Abundance","SRR6915135_500K_merged_Abundance","SRR6915136_500K_merged_Abundance","SRR6915147_500K_merged_Abundance","SRR6915149_500K_merged_Abundance","SRR6915150_500K_merged_Abundance","SRR6915151_500K_merged_Abundance","SRR6915152_500K_merged_Abundance","SRR6915153_500K_merged_Abundance","SRR6915155_500K_merged_Abundance","SRR6915156_500K_merged_Abundance","SRR6915167_500K_merged_Abundance","SRR6915168_500K_merged_Abundance","SRR6915169_500K_merged_Abundance","SRR6915170_500K_merged_Abundance","SRR6915171_500K_merged_Abundance","SRR6915172_500K_merged_Abundance","SRR6915173_500K_merged_Abundance","SRR6915174_500K_merged_Abundance","SRR6915175_500K_merged_Abundance","SRR6915176_500K_merged_Abundance","SRR6915177_500K_merged_Abundance","SRR6915178_500K_merged_Abundance","SRR6915179_500K_merged_Abundance","SRR6915180_500K_merged_Abundance","SRR6915181_500K_merged_Abundance","SRR6915182_500K_merged_Abundance","SRR6915183_500K_merged_Abundance","SRR6915184_500K_merged_Abundance","SRR6915185_500K_merged_Abundance","SRR6915186_500K_merged_Abundance","SRR6915195_500K_merged_Abundance","SRR6915196_500K_merged_Abundance","SRR6915197_500K_merged_Abundance","SRR6915198_500K_merged_Abundance","SRR6915199_500K_merged_Abundance","SRR6915200_500K_merged_Abundance"
"FUCCAT-PWY: fucose degradation",0,2.53535e-05,0,0.00012147,4.21668e-05,0,0,0,0,0,0,0,0.000144843,0,0,0,0,4.92163e-05,0,0,0,0,2.9384e-05,0,4.10974e-05,0,0,0,0,3.65443e-05,0,2.24217e-05,0,0,6.56285e-05,0,0,0,0,3.35773e-05,0,0,0,0,5.92413e-05,3.39315e-05,0,0,0,0,0,0,0,0,0,0,0,4.18866e-05
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation",0,4.53143e-05,0,7.03869e-05,0,0,0,0,0,0,0,0,4.60243e-05,0,0,0,0,0,0,0,0,0,0,0,4.66487e-05,0,0,0,0,0,0,0,0,0,0,6.83187e-05,0,0,0,0,0,0,0,0,4.35061e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALACTARDEG-PWY: D-galactarate degradation I",0,0,0,0.000271187,0,0,0,0,0,0,0,0,5.60795e-05,0,0,0,0,2.77746e-05,0,5.54151e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94854e-05,6.02642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALACTITOLCAT-PWY: galactitol degradation",0,4.96644e-05,0,0.000120681,0,0,0,0,0,0,0,0,5.8548e-05,0,0,0,0,0,0,3.10994e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07375e-05,0,0,0,0,0,2.01271e-05,0,0,0,0,0,0,0,0,0,0,0,2.73577e-05,0,0,0,0,0,0
"GALACTUROCAT-PWY: D-galacturonate degradation I",0,5.06813e-05,0,8.35495e-05,0,0,0,0,0,9.3322e-05,0.000120289,8.87536e-05,5.44608e-05,0,0,0,7.37503e-05,5.77904e-05,0,2.87759e-05,3.29489e-05,4.24409e-05,0,0,5.57455e-05,3.60348e-05,0,3.6709e-05,0,2.92561e-05,0,4.64561e-05,0,0,3.77748e-05,8.31753e-05,3.91846e-05,2.1901e-05,0,0,5.70713e-05,0,0,3.67897e-05,6.49706e-05,8.67056e-05,0,0,0,0,7.17472e-05,0,5.39096e-05,3.71819e-05,3.72394e-05,0,0,3.63786e-05
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",0,0.000156867,5.4431e-05,0.000144827,7.8179e-05,0.000146279,7.36527e-05,7.3414e-05,0.000165512,7.45399e-05,0.000152041,0.000124092,0.000109507,2.74194e-05,4.81974e-05,0,6.88136e-05,2.44023e-05,4.00534e-05,0,3.51937e-05,7.26577e-05,8.54682e-05,2.42364e-05,5.48308e-05,6.29097e-05,4.37203e-05,4.89561e-05,5.02351e-05,7.80922e-05,9.08492e-05,6.71936e-05,0,0,7.85801e-05,0.000169444,0.000235291,6.05171e-05,7.77113e-05,6.32684e-05,0.000130948,7.93973e-05,0,8.45168e-05,4.28501e-05,7.47183e-05,0,0,6.27674e-05,0.000141629,6.46948e-05,0,7.72869e-05,0.000141662,3.8315e-05,4.23701e-05,0,4.70684e-05
"GLUCARDEG-PWY: D-glucarate degradation I",0,0,2.58637e-05,0.000137594,0,0,0,0,0,0,0,0,4.48924e-05,0,0,0,0,2.56906e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation",0,0,0,0.000271187,0,0,0,0,0,0,0,0,5.60795e-05,0,0,0,0,2.77746e-05,0,5.54151e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94854e-05,6.02642e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLUCONEO-PWY: gluconeogenesis I",0.000227544,0.000196135,0.000107102,0.000271757,0,0.000126681,0.00023638,0,0.00019729,0.000135971,0.000118209,9.53524e-05,0.000147398,0.000179605,0.0001518,0.000122516,9.26904e-05,0.000156735,0.000212919,0.000132468,0.000147636,0.000252154,4.64464e-05,0.000222886,0.000143865,6.69097e-05,0.000175965,0.000159886,8.6084e-05,0,0.000171212,0.000129896,0.000212991,0,0.000182276,6.52189e-05,0.000172534,0.000229388,0.00019592,9.18306e-05,0.000159501,0,0,0.000271757,0.000201244,0.000224148,0,0.0001713,0.000191938,0.000149409,0.000109918,0.000146179,0.000107094,0.00015047,0.000165763,8.78485e-05,0.000156395,0.00025851
"GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation",0.000289269,0,0.000173453,0.000200745,0,0,0,0,0,0,0,0,0.00021595,6.68241e-05,0,0,0,0,0,6.49969e-05,0,0,0,0,0.000267437,0,0,0,0.000369903,0.000193731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250601,0,0,0,0,0.000129774,0,0.000446908,0,0,0,0.000298633,0,0
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation",0,8.47771e-05,4.09311e-05,8.64539e-05,0,4.13801e-05,5.70177e-05,3.1977e-05,0,9.57775e-05,0.00012822,8.58413e-05,6.23053e-05,2.88475e-05,0,4.14721e-05,7.57386e-05,3.74487e-05,3.6385e-05,0,3.37489e-05,4.09058e-05,0,5.25939e-05,5.34678e-05,3.54377e-05,3.61593e-05,4.16082e-05,0,3.40387e-05,0,5.16603e-05,5.88486e-05,0,6.08214e-05,8.9831e-05,6.2963e-05,4.93217e-05,3.48937e-05,0,4.47798e-05,7.58229e-05,3.89142e-05,4.28203e-05,7.29816e-05,0.000110209,0,0,2.45963e-05,5.93229e-05,7.16361e-05,0,5.17121e-05,6.04898e-05,4.06186e-05,0,0,4.5451e-05
"GLUDEG-I-PWY: GABA shunt",0,0,0,0,3.20734e-05,0,2.71407e-05,0,7.69933e-05,0,0,0,3.59542e-05,0,0,0,1.90398e-05,0,0,3.50985e-05,2.80657e-05,0,0,0,0,0,0,0,0,6.14748e-05,0,0,0,2.51172e-05,1.47803e-05,0,0,0,0,2.68859e-05,0,0,0,0,3.11203e-05,0,0,0,0,0,0,0,0,4.16294e-05,2.39104e-05,0,4.10481e-05,5.15557e-05
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000317508,0.000276102,0.0003724,0.000297009,0.000342668,0.000348184,0.000303175,0.000246978,0.000245333,0.000289309,0.000277383,0.000374797,0.000234421,0.000146083,0.000341237,5.22212e-05,0.000302065,0.00018356,0.000306703,0.000174931,0.000215107,0.00022261,0.000274749,0.000312176,0.000333265,0.000293216,0.000349138,0.000120224,0.000360234,0.000266302,0.00032272,0.000333305,0.000207789,0.000139532,0.000289328,0.000442473,0.00039808,0.00026113,0.000345233,0.000347621,0.000180261,0.000277898,0.000273918,0.00035299,0.000300513,0.000215651,0.000174763,0.000102965,0.000310688,0.00022949,0.000364436,0.000257312,0.000318337,0.000449655,0.000290593,0.0002765,0.000282377,0.000353588
"GLYCOCAT-PWY: glycogen degradation I",0,0,0,0.000105234,5.95575e-05,0.000196492,8.21396e-05,8.30619e-05,0.000110711,0,0.000103438,6.07936e-05,8.09086e-05,0.000139123,0,0,6.5528e-05,4.94857e-05,0.000173301,0,0,0,0,0.000173591,0,0,0.000134497,6.65246e-05,0.000277887,0,0.00010478,0,8.39025e-05,6.03136e-05,9.68945e-05,0,6.9633e-05,0.000142256,5.38695e-05,0,5.38241e-05,0,0.000231642,0,0,5.70578e-05,6.86305e-05,7.63841e-05,0,0,6.42012e-05,0,0,0,0,0,0,0
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.00039313,0.000552459,0.000457402,0.000306166,0.000648135,0.000533663,0.000385859,0.000405788,0.000485511,0.000453514,0.000380547,0.000558409,0.000263335,0.000236846,0.000621879,0.000390269,0.0004279,0.000252977,0.000484927,0.000468987,0.000373607,0.000321486,0.000491362,0.000414981,0.000370887,0.000499571,0.000488646,0.000265772,0.000680444,0.000487033,0.000629696,0.0006036,0.000475222,0.000245941,0.000359477,0.000698606,0.00058989,0.000393149,0.000508822,0.0005868,0.000329928,0.000394351,0.000524605,0.000568912,0.000387586,0.000322214,0.000426797,0.000219332,0.000519877,0.000323571,0.000657622,0.000350914,0.000431681,0.000745406,0.000319821,0.000543984,0.000425271,0.000398786
"GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation",0,0,0,1.74675e-05,0,0,0,0,0,0,0,0,1.44133e-05,0,0,0,0,0,0,3.17585e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64225e-05,0,0,0,0,3.17862e-05,0,0,0,0,0,0,0,0
"GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway",0,8.46735e-05,5.32326e-05,0.000186827,0,0,0.000136171,0,0,6.93682e-05,9.26877e-05,5.38076e-05,0.000112657,0,0,0,5.15342e-05,5.33274e-05,0.000103007,5.99484e-05,7.82394e-05,0,0,0,3.30736e-05,0,7.78768e-05,0,0,0,0.000103664,0,0.000112582,0,0.00011474,0,0,9.74406e-05,7.29591e-05,4.22118e-05,0,0,0,5.56242e-05,0.000125952,9.18949e-05,0,0,0,7.13434e-05,0,0,0,0,0,0,0,0
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",0,0,0,2.06501e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)",0.000291595,0.000170392,0.000169424,0.000278023,0.000105041,0.00012702,0.000284954,0.000107538,0.000289255,0.000106058,0.000174976,6.60304e-05,0.000260879,0.000168065,0.000200358,0.000111286,0.000106752,0.000129643,0.000220637,0.000201403,0.000227944,0.000216157,9.75813e-05,0.000207142,0.000132504,9.0558e-05,0.000157737,0.000146244,0,8.35048e-05,0.000148016,0.000199356,0.00020981,0.000186985,0.000212629,4.12789e-05,0.000153241,0.000281324,0.000192357,6.77111e-05,0.000131355,0,0,0.000300883,0.000230312,0.000201305,0,0.00022206,0.000261882,0.000208816,0.000105867,0.000107799,7.55245e-05,0.00026268,0.000112924,0.000101341,0.000152834,0.000118664
"GLYOXYLATE-BYPASS: glyoxylate cycle",0,0,0,0.000125028,0,0,0,0,0,0,0,0,8.47105e-05,0,0,0,0,0,2.35141e-05,2.55095e-05,0,0,0,0,0,0,0,0,1.80994e-05,0,0,0,0,0,0,0,0,0,0,2.58859e-05,0,0,0,0,3.8915e-05,0,0,0,2.54009e-05,4.90303e-05,0,0,0,0,0,1.68512e-05,0,0
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",2.32602e-05,3.99416e-05,0,0,0,0,0,3.01545e-05,0,2.27106e-05,4.39519e-05,0,3.69371e-05,0,0,0,3.05741e-05,0,3.40887e-05,0,0,0,0,0,2.80422e-05,0,4.50521e-05,0,2.74537e-05,0,3.27196e-05,0,0,4.1027e-05,0,2.83493e-05,0,0,2.41893e-05,7.31238e-05,0,0,0,0,2.99802e-05,0,0,0,0,0,4.17748e-05,2.68459e-05,0,3.63241e-05,0,6.76351e-05,2.83962e-05,0
"HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43296e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)",0,0,0,0.000120124,0,0,0,0,0,0,0,0,6.71153e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85618e-05,0,0,0,0,0,0,0,0
"HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)",0,0,0,0.000120124,0,0,0,0,0,0,0,0,3.72229e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85618e-05,0,0,0,0,0,0,0,0
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)",0,0,0,0.000144379,0,0,0,0,0,0,0,0,7.11353e-05,0,0,0,0,0,0,0,0,0,0,0,3.68107e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04572e-05,0,0,0,0,0,0,0,0
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)",0,6.49382e-05,0,0.000182886,0,0,0,0,0,0,0,0,0.000107443,0,0,0,0,0,0,6.23339e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91335e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HISDEG-PWY: L-histidine degradation I",0,8.91256e-05,4.47375e-05,0,4.05067e-05,6.2715e-05,9.67272e-05,0.000166259,0.000245966,4.81968e-05,0.000126537,4.47354e-05,3.15391e-05,9.81482e-05,6.16238e-05,2.50048e-05,5.56189e-05,4.57385e-05,8.15153e-05,0.000165133,5.17316e-05,0,0,0,0,0,8.66447e-05,7.54481e-05,0,6.99581e-05,8.46021e-05,0,0.000163473,9.47877e-05,2.79506e-05,8.18202e-05,0.000131835,0.000123752,4.08247e-05,7.71047e-05,3.65983e-05,0,0,0.000102249,0,0.000150559,8.31192e-05,0.000140527,4.46864e-05,0,0,2.57873e-05,0.000122949,0,2.78207e-05,0,0,3.77274e-05
"HISTSYN-PWY: L-histidine biosynthesis",0.000280685,0.00023418,0.000190267,0.000222861,0.000308258,0.000294041,0.000261053,0.00021541,0.00038161,0.000216158,0.000309705,0.000271091,0.000136112,0.000254235,0.000228362,0.000384209,0.000234551,0.000207987,0.000247953,0.000139305,0.000250218,0.000193813,0.000269089,0.000278825,0.000181998,6.7325e-05,0.00030098,0.000169006,0.000289215,0.000238845,0.000272583,0.000335191,0.000311342,0.000168942,0.000224466,0.000272268,0.000301728,0.000374622,0.00029027,0.000284301,0.000230983,0.000308854,0.000288915,0.00029929,0.00020434,0.000310915,0.00024244,0.000189817,0.000213409,0.000254211,0.000309436,0.000220423,0.000292021,0.000274377,0.000214749,0.00023046,0.000290408,0.000299749
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",0,0,0,0.000210431,0,0,0,0,3.62001e-05,0,0,0,7.65898e-05,2.73033e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94933e-05,0,2.70087e-05,0,0,0,2.99383e-05,4.17391e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSERMETANA-PWY: L-methionine biosynthesis III",0.000209145,0.000243546,7.08818e-05,0.000121475,0.000206601,0.000273109,0.000250965,0.000131522,0.000329894,0.00023663,0.000262727,0.000233613,0.000148329,0.000115742,0.000154562,0.000134692,0.000114135,0.000125598,0.000168452,6.90395e-05,0.00016677,0.000168092,0.000150951,0.000216024,9.87631e-05,0.000147887,0.000178049,9.13799e-05,0.000332436,0.000245721,0.000346873,0.000157753,0.000236427,0.000152846,0.000212027,0.000248029,0.000313523,0.000191679,0.000255659,0.000184554,0.000197011,8.84189e-05,0.000267417,0.000338608,0.000207456,0.000249208,0.000106568,0.00015842,0.000160373,0.000110634,0.000313796,0.000205222,0.00018312,0.000226869,0.000228189,0.000231924,0.00016102,0.000171045
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)",0.000459372,0.000445953,0.000338513,0.0004908,0.000487843,0.000461884,0.000487245,0.000460813,0.000403141,0.000422216,0.000339835,0.000362839,0.000346289,0.000381273,0.000331958,0.000541159,0.000412417,0.000245449,0.000461839,0.000303392,0.000320299,0.000514476,0.000351968,0.000417874,0.000420219,0.000346945,0.000579634,0.00028231,0.000451907,0.00032965,0.000505088,0.00051593,0.000340892,0.000222508,0.000474225,0.000403797,0.000421372,0.000450371,0.000530884,0.000413237,0.000375559,0.000553227,0.000366,0.000488679,0.000418791,0.000385526,0.000266496,0.000342912,0.000421767,0.000375991,0.000517857,0.00045141,0.000310079,0.000395655,0.00042788,0.00047331,0.000369075,0.000478205
"KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis",0,0,0,4.76134e-05,0,0,0,0,0,0,0,0,2.71206e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KETOGLUCONMET-PWY: ketogluconate metabolism",0,0,0,0.000144778,0,0,0,0,0,0,0,0,8.07979e-05,0,0,0,0,0,0,0,0,0,0,0,5.11612e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7279e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"LACTOSECAT-PWY: lactose and galactose degradation I",6.3356e-05,0,3.07873e-05,2.98774e-05,5.1541e-05,4.79368e-05,9.43855e-05,5.56994e-05,0,6.39617e-05,0,5.06924e-05,2.04439e-05,0,7.40542e-05,0,6.03771e-05,0,6.06525e-05,3.76031e-05,5.88303e-05,2.91137e-05,6.07468e-05,0,2.87962e-05,5.83514e-05,7.12722e-05,0,6.19961e-05,3.2778e-05,6.75433e-05,7.44455e-05,1.8712e-05,2.75031e-05,7.79966e-05,3.18422e-05,0,3.68476e-05,0,2.3243e-05,2.92994e-05,0,2.54374e-05,3.71561e-05,4.73104e-05,4.12808e-05,3.1534e-05,0,4.51087e-05,3.6178e-05,0,0.000160082,0.000116411,0,5.5414e-05,9.63249e-05,3.2895e-05,0
"LIPASYN-PWY: phospholipases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",0,0,0,0.000250438,0,0,0,0,6.57612e-05,0,0,0,0.000121741,4.75227e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48333e-05,0,4.8793e-05,0,0,0,5.49672e-05,7.20493e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"METH-ACETATE-PWY: methanogenesis from acetate",2.84021e-05,0.000180961,4.00272e-05,0,0.000170794,8.53375e-05,4.42918e-05,6.95501e-05,0.000188525,0.000140458,9.04571e-05,8.05992e-05,9.70974e-05,0,6.47748e-05,0,4.99413e-05,0,9.05413e-05,0,6.42134e-05,0,4.50565e-05,5.93208e-05,0.000106516,9.20559e-05,8.62483e-05,0,5.87703e-05,4.38768e-05,6.91747e-05,6.19204e-05,6.393e-05,0,5.38381e-05,0.000116309,0.000152034,5.73016e-05,0.000109602,0.000125681,0.000111771,4.97308e-05,0,0.000127988,5.46512e-05,9.23435e-05,0,0,9.67246e-05,7.2231e-05,0.000158685,0.000117585,5.96215e-05,0.000115605,5.57144e-05,0.000105644,9.19539e-05,3.91543e-05
"METHANOGENESIS-PWY: methanogenesis from H2 and CO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"METHGLYUT-PWY: superpathway of methylglyoxal degradation",0,0,0,4.2339e-05,0,0,0,0,0,0,0,0,5.91943e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24794e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis",0,0,0,0.00025199,0,0,0,0,6.00808e-05,0,0,0,0.000112009,4.3764e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79466e-05,0,4.43029e-05,0,0,0,4.95343e-05,6.52745e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)",0,0,0,5.59234e-05,0,0,0,0,0,0,0,0,3.3706e-05,0,0,0,0,0,0,2.41583e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98026e-05,0,0,0,0,0,0,0,0,0,0,0,0
"NADSYN-PWY: NAD de novo biosynthesis II (from tryptophan)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)",0,5.31291e-05,0,0.000134223,4.51675e-05,0,0,6.19412e-05,0,3.07965e-05,7.10936e-05,0,0.000103839,0.000105176,0,0,4.95644e-05,0,7.01545e-05,5.06948e-05,0,0,0,0,7.81902e-05,0,5.09142e-05,5.83616e-05,0,0,7.10506e-05,0,4.56727e-05,0,0,0,0,0.000105953,0,3.52094e-05,6.82911e-05,0,0,2.73447e-05,5.95378e-05,0.000106442,0,4.73357e-05,0,0,0,0,0,0,0,0,0,0
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.000387599,0.00027701,0.000345092,0.00020721,0.00035957,0.000333555,0.000303012,0.000247382,0.000444342,0.000257452,0.000275468,0.000353425,0.000238727,0.000187798,0.000355837,0.000441091,0.000322464,0.000170645,0.000323794,0.000345085,0.00026859,0.000252169,0.000308026,0.000267432,0.000317493,0.000220234,0.000338579,0.000202199,0.000384015,0.000315942,0.000373444,0.000358825,0.000295022,0.00020359,0.00031537,0.000390804,0.000375252,0.000333826,0.000413066,0.000387601,0.000312473,0.000324655,0.00026981,0.00040734,0.000273888,0.000334247,0.000361168,0.000305756,0.000309008,0.00037053,0.000340657,0.000345909,0.000393947,0.000449619,0.00031593,0.000355966,0.000333167,0.000353123
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I",0.000111988,0.000282524,0.000168871,0.000513608,0.000371796,0.000297516,0.000143942,0.000234624,0.000209694,0.000350765,0.000195481,0.000266663,0.000362328,0.000137777,9.7965e-05,0.000340562,0.000205595,0.000224942,0.000206153,0.00023581,0.000169209,0.00021876,0.000216519,0.000336562,0.000318895,0.000203885,0.000230382,0.000115494,0.000449247,0.000115403,0.000360778,0.000251473,0.000230928,0.000167789,0.000236928,0.000316549,0.000307873,0.000116735,0.00018653,0.000307262,0.000144634,0.000371216,0.000279835,0.000238192,0.000259431,0.000216123,0.000263089,0.000139186,0.000294554,0.000209116,0.000354174,0.000311098,0.000235695,0.000367707,0.000222067,0.000284866,0.000109353,0.000256898
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)",0.000221363,6.56713e-05,0,0.00021035,0.000217897,0.000223611,0.000297328,0.000223987,0.000181831,8.52137e-05,0,0.000174702,0.000184308,0.000189348,0.000220526,0.000415454,0.000215805,0.000198513,0.000231117,0.000207043,0.000212029,0.000219639,0.000135503,0.000260988,7.81776e-05,0.000108146,0.00021403,0.00016503,0.000384092,0.000118403,0.000258961,0.000224048,0.000164227,0,0.000260725,8.02953e-05,0.000276832,0.000317637,7.56664e-05,0.000257898,7.21742e-05,7.14903e-05,0.000294014,0.000251744,0.000239648,0.000141876,0.000189829,0.000158582,0.000195487,0,0.000201928,0.000217056,0.000119518,0.000130384,0.000180128,0.000234506,0.000122384,0.000124514
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORNDEG-PWY: superpathway of ornithine degradation",0,0,0,0.000197812,0,0,0,0,0,0,0,0,0.000112107,0,0,0,0,0,0,0,0,0,0,0,2.44148e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94179e-05,0,0,0,0,9.80475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)",0,0,0,0.000112175,0,0,0,0,0,0,0,0,4.52501e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94115e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"P108-PWY: pyruvate fermentation to propanoate I",0,0,0,2.4241e-05,0,0,0,0,0,0,0,0,2.63174e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22884e-05,0,0,0,0,0,0,0,0
