"","SRR6915091_merged_Abundance","SRR6915092_merged_Abundance","SRR6915093_merged_Abundance","SRR6915094_merged_Abundance","SRR6915095_merged_Abundance","SRR6915096_merged_Abundance","SRR6915097_merged_Abundance","SRR6915098_merged_Abundance","SRR6915099_merged_Abundance","SRR6915100_merged_Abundance","SRR6915101_merged_Abundance","SRR6915102_merged_Abundance","SRR6915113_merged_Abundance","SRR6915115_merged_Abundance","SRR6915116_merged_Abundance","SRR6915118_merged_Abundance","SRR6915119_merged_Abundance","SRR6915120_merged_Abundance","SRR6915121_merged_Abundance","SRR6915122_merged_Abundance","SRR6915123_merged_Abundance","SRR6915124_merged_Abundance","SRR6915137_merged_Abundance","SRR6915138_merged_Abundance","SRR6915139_merged_Abundance","SRR6915140_merged_Abundance","SRR6915141_merged_Abundance","SRR6915142_merged_Abundance","SRR6915143_merged_Abundance","SRR6915144_merged_Abundance","SRR6915145_merged_Abundance","SRR6915146_merged_Abundance","SRR6915157_merged_Abundance","SRR6915158_merged_Abundance","SRR6915159_merged_Abundance","SRR6915160_merged_Abundance","SRR6915161_merged_Abundance","SRR6915162_merged_Abundance","SRR6915163_merged_Abundance","SRR6915164_merged_Abundance","SRR6915165_merged_Abundance","SRR6915166_merged_Abundance","SRR6915188_merged_Abundance","SRR6915189_merged_Abundance","SRR6915190_merged_Abundance","SRR6915191_merged_Abundance","SRR6915192_merged_Abundance","SRR6915193_merged_Abundance","SRR6915194_merged_Abundance","SRR6915201_merged_Abundance","SRR6915202_merged_Abundance","SRR6915203_merged_Abundance","SRR6915204_merged_Abundance","SRR6915205_merged_Abundance","SRR6915206_merged_Abundance","SRR6915207_merged_Abundance","SRR6915208_merged_Abundance","SRR6915209_merged_Abundance","SRR6915210_merged_Abundance","SRR6915211_merged_Abundance","SRR6915212_merged_Abundance","SRR6915213_merged_Abundance","SRR6915214_merged_Abundance","SRR6915215_merged_Abundance","SRR6915216_merged_Abundance","SRR6915217_merged_Abundance","SRR6915218_merged_Abundance","SRR6915219_merged_Abundance","SRR6915220_merged_Abundance","SRR6915221_merged_Abundance","SRR6915222_merged_Abundance","SRR6915223_merged_Abundance","SRR6915224_merged_Abundance","SRR6915225_merged_Abundance","SRR6915226_merged_Abundance","SRR6915227_merged_Abundance","SRR6915228_merged_Abundance","SRR6915229_merged_Abundance","SRR6915230_merged_Abundance"
"CITRULBIO-PWY: L-citrulline biosynthesis",0.000365487,7.11214e-05,0.000169723,0.000366331,0.000239367,0.000120112,0.000225072,4.86106e-05,0.000190103,0.000283299,0.000217442,0.000230976,0.000203757,0.000163703,0.00012716,0.000107686,0.000644274,0.000149291,7.142e-05,0.000313781,0.000227447,0.000159046,0.000279969,0.00017254,0.000247563,0.000414376,0.000337849,0.000150753,0.000455509,0.000130757,9.08343e-05,0.000317737,0.000316998,0.000150545,0.000141325,0.000170533,1.60026e-05,0.00021608,0.000255443,9.01677e-05,8.16311e-05,0.000165672,0.000186105,0.000337673,0.000217379,0.000103311,0.000361004,0.000251012,0.000264363,9.20805e-05,0.000245837,0.00015892,0.000159469,0.000281308,0.000125882,0.000218886,0.000209928,0.000175601,0.00018414,0.00016709,7.77203e-05,0.000241613,0.000171853,0.000121305,0.000269988,3.64059e-05,0.000160946,0.000176,0.000232154,0.000257068,0.000451282,0.000150984,0.000136042,0.000171435,0.00030888,0.000196971,2.52244e-05,0.00025964,9.30837e-05
"COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)",0.000314174,0.000427608,0.000518212,0.00028395,0.000207797,0.000292834,0.000517276,0.000368493,0.000398719,0.000323306,0.000495319,0.000356329,0.000323843,0.000435416,0.000416402,0.000365471,0.00061466,0.00038048,0.000564693,0.000591998,0.000392311,0.000370707,0.00036673,0.000503384,0.000461077,0.00056936,0.000272548,0.000407015,0.000452063,0.000502098,0.000189328,0.000373818,0.00023743,0.000253987,0.000375906,0.000224048,0.000338732,0.000583712,0.000383113,0.000452601,0.000279697,0.000459208,0.000462005,0.000526197,0.000565362,0.000223585,0.000499189,0.000514492,0.000380398,0.000487735,0.000330822,0.000304087,0.000363424,0.000438469,0.000444392,0.000572972,0.000453669,0.000341731,0.000449259,0.000429905,0.000456408,0.00031126,0.000474603,0.000239121,0.000424076,0.000688873,0.000365136,0.000248783,0.00047655,0.000363955,0.000350556,0.000380898,0.000469336,0.000278345,0.000450585,0.000510979,0.000322309,0.000360536,0.000708945
"COA-PWY: coenzyme A biosynthesis I (prokaryotic)",0.000304425,0.000445194,0.000514775,0.00025175,0.000188536,0.00027951,0.000493133,0.000361053,0.000365969,0.000371581,0.000493799,0.0003262,0.00029542,0.000446593,0.000382468,0.000414057,0.000591536,0.000361457,0.000539421,0.000606623,0.000367648,0.000350165,0.000370933,0.000522228,0.000432435,0.000587472,0.000271814,0.000389711,0.000415929,0.000464503,0.000192203,0.000356556,0.000265784,0.000241783,0.000347681,0.000209816,0.000743439,0.000548853,0.000441234,0.000422256,0.000313054,0.000455741,0.000441515,0.000485305,0.000559983,0.000212723,0.000459567,0.00047094,0.000414358,0.000486856,0.000387685,0.000283531,0.0003335,0.00041138,0.000427807,0.000569448,0.000589289,0.00031846,0.000432833,0.000410109,0.000418789,0.000296794,0.000451437,0.00046246,0.00041248,0.000634545,0.000341278,0.000227731,0.0004566,0.00033057,0.000336349,0.000363089,0.000466019,0.000280924,0.000467946,0.000470927,0.000305173,0.000328573,0.00064767
"COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I",0.000105421,4.04098e-05,3.36697e-05,0.00011803,0.00019666,0.000228251,0.000165512,0.000236197,0.000188032,0.000136124,9.79733e-05,0.000138183,0.000222207,0.000209141,8.76421e-05,4.65104e-05,7.73605e-05,6.6761e-05,0.000123536,0.000130026,7.06605e-05,5.63949e-05,6.34389e-05,8.0046e-05,0.000154666,0.000151437,9.17668e-05,6.8788e-05,0.000172354,0.000109063,3.89604e-05,0.000117881,0.000117445,3.61744e-05,0.000125176,0.000130298,2.07087e-05,0.000177383,0.000113295,0.000106407,2.19879e-05,8.3812e-05,0.000117567,0.000243466,0.00016597,6.20993e-05,0.000247257,0.000191838,0.000137442,0.000113879,8.12733e-05,0.000132268,0.000154933,9.29758e-05,0.000104539,0.000113992,9.80435e-05,0.000132194,8.62217e-05,9.05709e-05,0.000213022,0.000113846,6.79954e-05,9.84594e-05,0.00011771,4.57714e-05,0.000111882,0.00020012,0.000131884,0.000127228,0.000130583,6.51163e-05,6.21484e-05,0.000154401,0.00026827,0.000223223,4.87455e-05,0.000119203,0.000353844
"COLANSYN-PWY: colanic acid building blocks biosynthesis",0.000204373,4.42221e-05,8.26073e-05,0.000275636,8.20888e-05,0.000198958,0.000137966,0.000193903,0.000171758,0.000102199,8.78608e-05,0.000164886,0.000134542,0.0001885,0.000169605,9.82838e-05,0.000107448,0.000160764,8.35471e-05,0.000131033,0.000150187,0.00010871,9.57594e-05,0.000113815,0.000133559,0.000145511,0.000214755,0.000153781,0.000156432,9.24856e-05,0.000113575,0.000245558,0.000246319,0.000120265,0.000136731,0.000197504,3.9807e-05,0.000111184,0.000253843,0.000178526,3.2559e-05,0.000129466,0.000152676,0.000128547,0.000109036,9.05837e-05,0.000126926,0.000142952,0.000151035,0.000255796,0.000111532,0.000126624,0.000155457,0.000137548,0.000138727,0.000126774,0.000102341,0.00014807,0.000106485,0.000100412,7.13207e-05,0.000230303,0.000106849,0.000119359,0.000127029,7.4382e-05,0.000117543,0.000231667,0.000104285,0.000214771,0.000172066,0.000120697,0.000133466,0.000202811,0.000115605,0.000176724,9.06528e-05,0.000106452,6.20524e-05
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.000371528,0.000400089,0.000317443,0.000384368,0.000306295,0.000485122,0.000406286,0.000453591,0.000367579,0.000431476,0.000454041,0.000358465,0.000312623,0.000369324,0.000443035,0.000430267,0.000508382,0.000396951,0.000456331,0.000464313,0.000417032,0.000297754,0.000367248,0.000382438,0.000455241,0.000467784,0.000312639,0.00041618,0.00048133,0.000333874,0.00028397,0.000357813,0.000286129,0.00025188,0.000351619,0.000257748,0.000522645,0.000456893,0.000431451,0.00041625,0.000314364,0.000418653,0.000438157,0.000568849,0.000473874,0.000316023,0.000565172,0.000507331,0.000403702,0.000475533,0.000378097,0.000356134,0.000352274,0.000405533,0.000455296,0.000522134,0.000419684,0.000392228,0.000418684,0.000391506,0.000383425,0.000362553,0.000392532,0.000531006,0.000375814,0.000349252,0.00037147,0.000373564,0.00040467,0.000406169,0.00036115,0.000310346,0.000382385,0.000344998,0.000366461,0.00041937,0.000358661,0.000361781,0.000467968
"CRNFORCAT-PWY: creatinine degradation I",0,0,0,0,1.71977e-06,0,0,0,0,4.19564e-06,0,0,0,0,1.6336e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05138e-06,0,0,9.37707e-07,0,0,0,0,0,0,0,0,0,0,1.28471e-06,0,0,0,0,0,0,0,0,0,0,0,8.34552e-07,0,0,0,0,0,0,0,0,0,0,0
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",0.000204557,9.07245e-05,7.46838e-05,0.000260143,0.000353568,0.000446233,4.48774e-05,0.00041913,0.000100829,1.24921e-06,2.8384e-05,0.000145985,5.25269e-05,6.34046e-05,3.24026e-05,3.62572e-06,2.68984e-05,4.22188e-05,0.000156647,0.000111106,0.00010383,0.000121431,0.000145353,6.01314e-05,4.07204e-05,0.000186225,0.000269986,2.44802e-05,0.000128096,9.13701e-05,6.43495e-05,0.00019409,0.000216605,8.76333e-05,0.000100303,0.000208385,1.67898e-05,8.33989e-05,7.80539e-05,3.66132e-05,2.7128e-05,5.31333e-05,9.58564e-05,9.74121e-05,5.98018e-05,2.93831e-05,6.3761e-05,4.75106e-05,7.22474e-05,0.000164674,1.23802e-06,0.000156331,0.000143917,5.36484e-05,0.000203329,5.34302e-05,4.18195e-05,0.000143037,4.40267e-05,7.36146e-05,2.9058e-05,0.000150896,6.57364e-05,0.000148039,9.21549e-05,9.90301e-05,0.000128063,0.000408026,2.27126e-05,0.000343884,0.000158563,4.84092e-05,7.10562e-05,0.000305014,2.5349e-05,5.56756e-05,5.79419e-05,6.78057e-05,0.000109854
"DARABCATK12-PWY: D-arabinose degradation I",1.25147e-05,0,0,4.61273e-05,7.89261e-05,8.99091e-06,0,0,5.41627e-06,0,1.84466e-06,1.58412e-05,8.29378e-07,6.60912e-07,1.28624e-05,0,0,8.74532e-07,8.42425e-07,0,1.15707e-05,7.84482e-06,1.06536e-06,0,1.76642e-07,4.54069e-07,1.33876e-05,0,0,0,4.15787e-06,1.73308e-05,2.51116e-05,8.89332e-07,3.52961e-06,2.2533e-05,0,4.04526e-07,1.54965e-06,4.34248e-07,0,0,4.73907e-06,0,0,1.0746e-06,0,1.58711e-06,4.1756e-06,8.15187e-06,0,3.42182e-07,4.11266e-06,0,0,0,1.97738e-06,8.52366e-07,0,0,0,7.71027e-06,2.70086e-07,6.00009e-06,0,8.3047e-07,9.66341e-07,5.65536e-05,3.58941e-07,8.44479e-06,3.81575e-06,0,0,7.36818e-05,9.16408e-07,7.53431e-07,0,1.62079e-06,1.19217e-06
"DENITRIFICATION-PWY: nitrate reduction I (denitrification)",0,0,0,1.40407e-05,0,0,0,0,0,0,0,0,1.95331e-07,1.1384e-05,0,0,0,0,0,0,0,0,2.32712e-05,0,0,0,0,0,0,0,0,1.78028e-06,2.00236e-05,0,0,0,0,1.63572e-06,0,0,0,0,0,0,0,0,0,1.53025e-06,0,4.86043e-05,0,1.68582e-06,0,0,0,0,0,1.86814e-06,0,0,0,7.54705e-06,0,0,0,0,0,2.6535e-05,0,0,0,0,0,0,0,0,0,0,0
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II",0.000103466,0,3.39729e-05,0.000143014,0.000212765,0.00034779,0,0.000355113,4.38055e-05,0,1.58139e-05,8.48236e-05,1.16996e-05,0,0,0,0,0,6.59718e-06,0,6.78941e-05,6.38739e-05,6.4663e-05,0,0,0,0.000150127,0,0,0,3.51234e-05,0.000126058,0.000144598,3.66152e-05,2.90537e-05,0.000118514,0,3.26939e-05,3.37137e-05,1.21155e-05,0,0,5.03353e-05,0,3.44083e-06,1.18271e-05,0,1.13535e-05,2.32359e-05,5.28392e-05,0,0.00013034,2.95238e-05,0,0,0,1.94802e-05,0.000116696,0,0,0,8.75459e-05,0,5.95909e-05,0,0,2.78157e-05,0.000166655,1.96646e-05,0.000102054,2.3269e-05,9.2742e-06,0,0.00018706,0,4.48228e-06,0,1.67038e-05,1.63261e-05
"DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68048e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4936e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27455e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.000718428,0.000499124,0.00097129,0.000488756,1.18537e-06,0.000155981,0.000777833,1.04491e-06,0.000481254,0.000484191,0.000595538,0.000591252,0.000355494,0.000575586,0.000547397,0.000740139,0.0017669,0.000817518,0.000625163,0.000791043,0.000554347,0.000405452,0.000603464,0.000946902,0.000632985,0.000853454,0.000341106,0.000768398,0.000632482,0.00058972,0.00110584,0.00045451,0.00039277,0.000426825,0.000467027,0.00041575,0.00120024,0.000625756,0.000720727,0.000636072,0.00251633,0.000585626,0.000528131,0.00065409,0.000819838,0.000996641,0.000651627,0.000630343,0.000619995,0.000619296,0.000610625,0.000418825,0.000462424,0.000704777,0.000403539,0.000588331,0.000565496,0.000455885,0.000503791,0.000531358,0.000790156,0.000403068,0.000600784,0.000718863,0.000683583,0.000735124,0.000492759,0.00023776,0.000584119,0.000522661,0.000520879,0.000560392,0.000851584,0.000273886,0.000836377,0.000628312,0.00270648,0.000569759,0.00124614
"ECASYN-PWY: enterobacterial common antigen biosynthesis",4.57129e-05,0,4.2149e-06,5.28773e-05,0.0001414,0.000327074,0,0.000460337,4.08093e-06,0,2.8002e-06,1.5354e-05,3.20183e-06,0,0,0,0,0,2.21858e-06,0,2.61038e-05,1.97105e-05,8.43728e-06,0,0,0,4.58809e-05,0,0,0,9.80828e-06,3.23359e-05,1.45411e-05,8.44667e-06,5.07001e-06,4.28639e-05,0,5.11368e-06,6.45939e-06,5.03861e-06,0,0,7.25361e-06,0,6.22647e-07,2.48084e-06,0,3.63314e-06,1.18384e-05,1.56585e-05,0,5.88335e-05,5.22874e-06,0,0,0,1.49479e-06,5.0113e-05,0,0,0,2.05776e-05,1.29132e-06,1.11355e-05,0,9.99075e-07,5.42484e-06,0.000163412,2.92505e-06,2.11678e-05,4.50245e-06,5.60282e-06,0,9.62571e-05,1.05073e-06,2.80474e-06,0,3.0558e-06,9.0746e-06
"FAO-PWY: fatty acid &beta;-oxidation I (generic)",0.000117043,0,1.19434e-05,0.000194574,0.00038615,0.000598418,0,0.000730755,5.94797e-05,0,8.08841e-06,8.7878e-05,1.9788e-05,1.86744e-05,0,0,0,0,9.16891e-06,0,4.09537e-05,4.35965e-05,7.1112e-05,0,6.3058e-06,0,0.000212038,0,0,0,3.46944e-05,0.000111916,0.000151138,1.81581e-05,2.58023e-05,0.00013373,0,1.59411e-05,2.79366e-05,9.31679e-06,0,2.64989e-06,2.75289e-05,0,1.6528e-06,8.65679e-06,0,1.38395e-05,3.67831e-05,0.000131345,0,9.91153e-05,3.07576e-05,0,0,5.69571e-07,2.06264e-05,8.65073e-05,0,0,0,7.46853e-05,2.10377e-06,6.41438e-05,0,7.62397e-06,1.50807e-05,0.000451895,1.31521e-05,7.6783e-05,1.53973e-05,2.0317e-05,0,0.00025373,8.30105e-06,9.3775e-06,3.43636e-06,6.76726e-06,3.03976e-05
"FASYN-ELONG-PWY: fatty acid elongation -- saturated",0.000424523,0.00010022,0.00014575,0.000417071,0.000404673,0.000503781,9.79206e-05,0.000495678,0.000192454,0.000156837,0.000165601,0.000260792,0.000127204,0.000268584,8.69774e-05,1.56519e-05,0.000617973,0.000145787,0.000104844,0.000122947,0.000170394,0.000204205,0.00039055,8.48801e-05,0.000238473,0.000296266,0.000383766,0.000122445,0.000131802,8.31644e-05,0.000115765,0.000387299,0.000321966,0.000191255,9.92391e-05,0.00028398,0,0.000139398,0.000113811,0.00013938,2.21269e-05,0.000123818,0.000123632,9.79697e-05,0.000120891,6.56482e-05,8.23691e-05,0.000117296,0.000154851,0.000320421,0.000186543,0.000204236,0.00016134,0.000166292,9.58136e-05,5.29463e-05,0.000304518,0.000208046,4.2133e-05,5.75448e-05,2.08355e-05,0.000232038,9.84906e-05,0.000225429,5.89092e-05,5.40034e-05,0.0001251,0.000528934,7.60083e-05,0.000233133,0.000168792,6.22148e-05,0.000123772,0.000398393,5.04505e-05,0.000122932,4.87297e-05,0.000158092,6.10644e-05
"FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)",0,4.70743e-06,0,0,0,9.00616e-05,2.45613e-06,0,0,0,1.38919e-06,0,1.01978e-06,0,0,1.38214e-06,9.83897e-06,0,3.56133e-06,3.4329e-06,6.84272e-06,1.70984e-06,0,0,0,0,0,0,1.13182e-05,0,0,2.48351e-06,0,0,0,0,0,5.80579e-06,0,0,0,2.70372e-06,3.10865e-06,1.20624e-05,1.76142e-06,0,6.53328e-06,4.34645e-06,0,0,0,0,8.57109e-06,0,1.14893e-05,1.48642e-06,0,0,0,1.49293e-06,2.27264e-06,0,0,0,2.04578e-05,4.35789e-06,0,6.07133e-05,0,9.83608e-05,8.22439e-06,0,9.60709e-07,0,9.07127e-06,5.50123e-06,2.03604e-06,3.60745e-06,0
"FERMENTATION-PWY: mixed acid fermentation",0.000212496,4.87482e-05,3.88826e-05,0.000226834,0.00045928,0.000433699,9.53292e-05,0.000475136,0.000106929,2.73374e-05,6.82046e-05,0.000169148,0.000120033,4.48834e-05,6.93232e-05,3.34538e-05,4.4031e-05,3.69978e-05,0.000138353,0.000110727,0.000139569,8.17831e-05,9.17389e-05,2.93471e-05,5.32583e-05,4.03176e-05,0.000197885,3.54626e-05,0.000119746,5.24256e-05,0.000119068,0.000161659,0.000207704,6.54315e-05,0.000133177,0.000218957,4.2743e-05,0.000124175,8.32299e-05,6.27598e-05,1.32896e-05,7.35019e-05,9.50558e-05,0.000112883,8.57779e-05,2.60221e-05,9.23704e-05,0.000169029,0.000106519,0.000132749,1.15504e-05,0.000147699,0.000142679,2.16298e-05,9.40126e-05,0.000141641,4.94673e-05,0.000142311,0.000149714,5.15686e-05,9.9118e-05,0.000141994,7.98368e-05,0.000151647,2.25596e-05,7.68271e-05,9.50694e-05,0.000323713,6.28031e-05,0.000187037,0.000109723,0.000117278,2.21961e-05,0.000285578,6.31835e-05,0.000144548,4.42527e-05,5.96961e-05,0.000447641
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage",2.73133e-05,0,5.93741e-06,9.43926e-05,0.000194371,6.95056e-05,0,3.73443e-06,2.4903e-05,4.78261e-06,0,6.0699e-05,3.71399e-05,2.09248e-05,0,0,0,2.79144e-06,3.18936e-06,1.8253e-06,7.72872e-06,3.24183e-05,3.45289e-05,0,5.32124e-06,0,0.000107724,0,1.91613e-05,0,2.54855e-05,8.02496e-05,0.000110416,3.41205e-05,1.86809e-05,0.000119083,0,5.96726e-06,3.82437e-05,1.05453e-05,0,1.07879e-05,5.53129e-05,7.4185e-06,5.12947e-06,6.1795e-06,7.18066e-06,1.27599e-05,8.02534e-06,5.06372e-05,0,3.73687e-05,1.9574e-05,7.71616e-06,0,1.88856e-06,8.45715e-06,5.48506e-05,0,1.37167e-05,0,0.00014911,1.26955e-06,3.76818e-05,0,8.9675e-06,2.53226e-05,0.000128962,4.55207e-06,5.72785e-05,1.57586e-05,0,9.93367e-07,8.17885e-05,4.57072e-06,1.29064e-06,0,8.98713e-06,6.35974e-05
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation",0.000159256,1.85961e-05,2.37833e-05,0.000147395,0.000272959,8.35148e-05,4.23313e-05,2.28704e-06,6.92811e-05,9.90559e-05,3.21446e-05,0.000108037,4.91856e-05,1.46921e-05,3.16573e-05,0,5.70179e-05,6.74236e-05,2.30016e-05,1.97493e-05,8.43057e-05,5.91145e-05,4.58425e-05,2.42706e-05,2.98693e-05,2.92473e-06,0.000202759,6.83792e-05,3.97918e-05,1.04671e-05,3.75073e-05,0.000163843,0.000140576,6.88354e-05,5.61145e-05,0.000117247,0,1.36513e-05,5.20561e-05,6.69992e-05,1.13297e-05,6.14849e-05,6.57536e-05,1.43675e-05,1.10269e-05,1.79438e-05,2.34678e-05,3.43989e-05,6.90039e-05,5.76344e-05,1.95141e-05,9.26539e-05,8.35259e-05,1.66192e-05,1.66705e-05,4.48668e-05,5.31992e-05,8.93398e-05,4.46355e-05,2.79183e-05,7.26966e-06,0.000122777,3.3165e-05,7.36152e-05,4.13242e-05,1.63671e-05,3.94619e-05,0.000141804,2.30786e-05,9.38848e-05,0.000110477,2.28804e-05,1.80535e-05,0.000183005,6.08291e-05,4.31263e-05,2.48159e-06,2.66691e-05,3.74443e-05
"FUCCAT-PWY: fucose degradation",0.00011286,1.58384e-05,1.32359e-05,0.000134662,0.000352201,4.69815e-05,3.24184e-05,2.34125e-06,5.54747e-05,6.58398e-05,2.11177e-05,9.10407e-05,2.8259e-05,7.38834e-06,8.89674e-05,0,4.01654e-05,3.80254e-05,1.75717e-05,9.26344e-06,7.272e-05,5.29367e-05,5.11535e-05,1.77141e-05,2.73316e-05,1.3106e-06,0.000159817,3.89815e-05,2.5617e-05,5.00079e-06,3.43335e-05,0.000119391,0.00012184,3.99997e-05,4.45205e-05,9.54021e-05,0,6.76696e-06,4.51615e-05,6.34693e-05,1.03437e-05,4.54092e-05,4.31159e-05,7.37733e-06,5.17949e-06,1.95268e-05,1.26948e-05,1.88294e-05,4.89046e-05,6.26624e-05,9.69238e-06,6.61225e-05,6.80389e-05,7.9736e-06,2.79802e-05,3.1047e-05,2.87416e-05,6.49549e-05,2.92653e-05,1.68136e-05,3.38633e-06,0.000101625,1.72882e-05,0.00010269,2.26905e-05,9.05738e-06,3.97117e-05,0.000191106,1.23186e-05,9.11226e-05,8.43479e-05,1.46573e-05,9.26441e-06,0.000227517,4.89115e-05,2.29098e-05,1.15035e-06,1.32473e-05,2.17428e-05
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation",3.40056e-05,2.05456e-05,4.56665e-05,0.000106835,0.000159525,2.06138e-05,4.1019e-05,3.27385e-06,0.000116191,8.6243e-05,1.75254e-05,0.00010737,6.6613e-05,1.93336e-05,2.48035e-05,1.84066e-05,1.64252e-05,3.10891e-05,6.26675e-05,2.35194e-05,5.17967e-05,6.27635e-05,5.24893e-05,5.33796e-05,4.25599e-05,8.5454e-05,8.19372e-05,1.70559e-05,2.70454e-05,6.40333e-05,5.21595e-05,9.11078e-05,0.000122056,5.20967e-05,9.59849e-05,0.000108003,6.14122e-06,6.03373e-05,7.04885e-05,6.11255e-05,1.57831e-05,3.75417e-05,7.39747e-05,5.42052e-05,4.13655e-05,5.19352e-05,5.1904e-05,6.39209e-05,7.44745e-05,5.51817e-05,1.90575e-05,6.17856e-05,0.000125733,5.06481e-05,3.43257e-05,3.43652e-05,6.44825e-05,6.72364e-05,2.16675e-05,5.06837e-05,1.18026e-05,6.81576e-05,4.0474e-05,3.72043e-05,2.7449e-05,5.63176e-05,5.53066e-05,0.000194007,3.76273e-05,0.00013182,9.641e-05,5.74947e-05,3.80732e-05,0.000128831,0.000112075,5.83968e-05,4.84045e-06,7.32093e-05,1.6639e-05
"GALACTARDEG-PWY: D-galactarate degradation I",0.000103965,2.3782e-06,1.93387e-05,0.000197247,0.000442425,0.000323951,0,0.000371955,4.12636e-05,2.09701e-06,4.22376e-06,0.000103581,1.27804e-05,1.29431e-05,5.71484e-06,2.68614e-06,2.55543e-06,7.26136e-06,1.07655e-05,5.67083e-06,1.9432e-05,3.66286e-05,5.04367e-05,7.82829e-06,6.10551e-06,1.48392e-06,0.000266289,4.59316e-06,3.20195e-06,1.12275e-06,4.42583e-05,0.000140771,0.000211799,2.25147e-05,3.14662e-05,0.000174469,1.54981e-06,7.75016e-06,4.00618e-05,1.13068e-05,0,0,2.57156e-05,0,3.05476e-06,2.39101e-05,0,1.05687e-05,3.88831e-05,6.26917e-05,2.65562e-06,7.13279e-05,4.91176e-05,2.65479e-06,0,4.6939e-07,3.34616e-05,5.62775e-05,0,3.52076e-06,0,9.86113e-05,6.31024e-06,7.56534e-05,3.71314e-06,1.20031e-05,2.55528e-05,0.000242767,8.03243e-06,0.000117036,3.86237e-05,1.54372e-05,1.27352e-06,0.000245355,3.29472e-05,5.22849e-06,1.24173e-06,2.64175e-05,3.13017e-05
"GALACTITOLCAT-PWY: galactitol degradation",1.9341e-05,0,9.30876e-06,0.000122092,0,1.4496e-05,0,5.01605e-07,2.46769e-05,0,0,7.15138e-05,5.37907e-06,0,0,0,0,1.81062e-06,5.31946e-06,0,8.6516e-06,1.56233e-05,2.08203e-05,0,0,0,0.000106091,0,0,0,5.32776e-06,8.98083e-05,0.000125961,2.32168e-05,1.67488e-05,0.000110836,0,5.15014e-06,2.03218e-05,7.08987e-06,0,0,1.43893e-05,0,0,4.39401e-06,0,2.8781e-06,5.21788e-06,4.45392e-05,0,2.74141e-06,2.78037e-05,0,0,0,1.44512e-05,4.28392e-06,0,1.52666e-06,0,6.39334e-05,2.4388e-06,2.98933e-05,0,0,1.74656e-05,0.000116791,1.33956e-06,5.00837e-05,1.04267e-05,0,0,0.000119853,3.32802e-06,1.03844e-06,0,0,1.92315e-06
"GALACTUROCAT-PWY: D-galacturonate degradation I",4.59496e-05,2.19425e-05,4.50151e-05,0.000180978,0.000173623,2.21793e-05,9.85092e-05,1.0911e-05,0.000113646,7.08844e-05,3.78968e-05,0.000118792,9.45543e-05,3.06349e-05,6.48894e-05,5.92315e-05,4.37554e-05,3.95014e-05,8.39091e-05,3.42388e-05,8.11861e-05,5.58762e-05,6.3751e-05,4.72921e-05,0.000108882,9.24788e-05,6.42441e-05,3.32711e-05,7.58887e-05,9.4114e-05,5.75631e-05,8.69966e-05,0.000107164,4.76515e-05,9.62861e-05,0.000114564,2.72435e-05,0.000172404,7.70183e-05,0.000124038,1.63202e-05,4.60254e-05,7.42439e-05,6.37347e-05,6.69233e-05,5.86167e-05,6.05494e-05,0.000144796,6.70193e-05,6.56734e-05,2.36046e-05,9.4306e-05,0.000133432,7.80914e-05,9.34363e-05,5.54022e-05,9.3967e-05,9.0663e-05,4.6166e-05,8.31857e-05,8.68683e-05,7.56196e-05,7.00047e-05,4.41868e-05,3.97942e-05,6.26854e-05,5.13773e-05,0.000239404,7.26632e-05,0.000163063,0.000103213,6.96413e-05,3.74821e-05,0.000146009,9.67358e-05,0.000153046,4.70541e-05,0.000110645,2.43358e-05
